txn_id,member_id,ticker,txn_date,txn_type,quantity,percentage_fee,txn_time
807,c51ce4,BTC,2017-02-27T00:00:00.000Z,BUY,7.64896176394362,0.3,2017-02-27T09:59:30.404Z
808,a87ff6,ETH,2017-02-27T00:00:00.000Z,BUY,7.55757008250971,0.3,2017-02-27T10:24:31.550Z
809,a87ff6,ETH,2017-02-27T00:00:00.000Z,BUY,9.20132252779641,0.3,2017-02-27T13:45:26.196Z
810,8f14e4,BTC,2017-02-27T00:00:00.000Z,BUY,3.26546595802771,0.3,2017-02-27T13:54:37.453Z
811,c20ad4,BTC,2017-02-27T00:00:00.000Z,BUY,7.0670091880962,0.3,2017-02-27T17:31:02.600Z
812,c20ad4,BTC,2017-02-27T00:00:00.000Z,BUY,2.65393048961283,0.3,2017-02-27T22:37:56.812Z
813,c20ad4,BTC,2017-02-28T00:00:00.000Z,BUY,1.65335324188245,0.16,2017-02-28T02:28:27.391Z
814,c81e72,BTC,2017-02-28T00:00:00.000Z,BUY,8.40609142939055,0.24,2017-02-28T03:37:36.877Z
815,c20ad4,BTC,2017-02-28T00:00:00.000Z,BUY,1.97846683694447,0.18,2017-02-28T07:52:01.355Z
816,8f14e4,BTC,2017-02-28T00:00:00.000Z,BUY,0.824437054710465,0.14,2017-02-28T08:40:02.141Z
817,d3d944,BTC,2017-02-28T00:00:00.000Z,SELL,7.04395192456072,0.17,2017-02-28T08:40:34.486Z
818,d3d944,BTC,2017-02-28T00:00:00.000Z,BUY,0.883490044190189,0.3,2017-02-28T11:58:41.649Z
819,c20ad4,ETH,2017-02-28T00:00:00.000Z,SELL,7.41287003768459,0.3,2017-02-28T13:37:18.216Z
820,c81e72,ETH,2017-02-28T00:00:00.000Z,BUY,3.45568719094668,0.3,2017-02-28T15:04:48.621Z
821,aab323,ETH,2017-02-28T00:00:00.000Z,BUY,5.16788176197981,0.3,2017-02-28T15:15:49.931Z
822,45c48c,ETH,2017-02-28T00:00:00.000Z,BUY,0.370826481166411,0.01,2017-02-28T15:26:51.867Z
823,d3d944,BTC,2017-02-28T00:00:00.000Z,BUY,9.99707209445798,0.3,2017-02-28T16:27:10.790Z
824,eccbc8,BTC,2017-02-28T00:00:00.000Z,BUY,2.6793033033162,0.3,2017-02-28T20:29:22.344Z
825,45c48c,BTC,2017-02-28T00:00:00.000Z,BUY,3.17627376739399,0.3,2017-02-28T23:12:26.576Z
826,6512bd,BTC,2017-03-01T00:00:00.000Z,BUY,7.39556709426264,0.3,2017-03-01T00:25:24.522Z
827,aab323,ETH,2017-03-01T00:00:00.000Z,BUY,0.700824134943225,0.3,2017-03-01T01:11:38.997Z
828,aab323,BTC,2017-03-01T00:00:00.000Z,SELL,3.47048966878436,0.3,2017-03-01T08:31:16.539Z
829,8f14e4,BTC,2017-03-01T00:00:00.000Z,SELL,5.62877299784805,0.3,2017-03-01T08:37:55.183Z
830,8f14e4,ETH,2017-03-01T00:00:00.000Z,BUY,8.75028164779753,0.3,2017-03-01T11:02:14.468Z
831,c81e72,BTC,2017-03-01T00:00:00.000Z,BUY,5.46046749417389,0.3,2017-03-01T11:50:52.575Z
832,167909,ETH,2017-03-01T00:00:00.000Z,SELL,4.95920777337577,0.3,2017-03-01T13:30:36.901Z
833,45c48c,BTC,2017-03-01T00:00:00.000Z,BUY,4.44581193930869,0.2,2017-03-01T14:04:55.285Z
834,e4da3b,BTC,2017-03-01T00:00:00.000Z,BUY,6.89689802464532,0.14,2017-03-01T14:18:51.979Z
835,c81e72,ETH,2017-03-01T00:00:00.000Z,BUY,1.89486347844376,0.12,2017-03-01T14:40:06.543Z
836,c81e72,BTC,2017-03-01T00:00:00.000Z,BUY,3.15619701700999,0.3,2017-03-01T15:29:57.711Z
837,167909,BTC,2017-03-01T00:00:00.000Z,BUY,8.89580138303369,0.01,2017-03-01T17:17:22.051Z
838,6512bd,BTC,2017-03-01T00:00:00.000Z,SELL,2.29324032074775,0.3,2017-03-01T18:58:19.049Z
839,c4ca42,BTC,2017-03-01T00:00:00.000Z,SELL,8.80767571371297,0.24,2017-03-01T20:18:41.156Z
840,d3d944,ETH,2017-03-01T00:00:00.000Z,BUY,3.31700164705925,0.03,2017-03-01T20:27:57.831Z
841,c81e72,BTC,2017-03-01T00:00:00.000Z,BUY,0.404830229147173,0.3,2017-03-01T22:26:54.093Z
842,167909,BTC,2017-03-01T00:00:00.000Z,BUY,6.0732560451552,0.04,2017-03-01T22:38:18.461Z
843,a87ff6,ETH,2017-03-02T00:00:00.000Z,BUY,3.99257418530748,0.3,2017-03-02T04:30:13.290Z
844,c81e72,ETH,2017-03-02T00:00:00.000Z,BUY,9.88767154496056,0.3,2017-03-02T06:48:33.062Z
845,d3d944,ETH,2017-03-02T00:00:00.000Z,BUY,7.29037891685945,0.11,2017-03-02T13:13:46.689Z
846,c81e72,BTC,2017-03-02T00:00:00.000Z,SELL,1.40065070911358,0.3,2017-03-02T13:32:29.433Z
847,c4ca42,BTC,2017-03-02T00:00:00.000Z,BUY,0.3961891115841,0.3,2017-03-02T14:40:59.629Z
848,e4da3b,ETH,2017-03-02T00:00:00.000Z,BUY,5.71885266513885,0.3,2017-03-02T15:43:39.408Z
849,a87ff6,ETH,2017-03-02T00:00:00.000Z,BUY,6.15014472987003,0.16,2017-03-02T19:33:45.505Z
850,c9f0f8,BTC,2017-03-03T00:00:00.000Z,BUY,3.68006486057123,0.19,2017-03-03T02:54:08.405Z
851,aab323,ETH,2017-03-03T00:00:00.000Z,BUY,0.211032009104137,0.3,2017-03-03T06:06:23.032Z
852,aab323,ETH,2017-03-03T00:00:00.000Z,BUY,5.67783647168586,0.3,2017-03-03T06:40:15.573Z
853,c51ce4,BTC,2017-03-03T00:00:00.000Z,SELL,6.7410811549826,0.3,2017-03-03T07:32:52.758Z
854,a87ff6,BTC,2017-03-03T00:00:00.000Z,BUY,3.43919694332524,0.3,2017-03-03T08:03:11.255Z
855,c20ad4,BTC,2017-03-03T00:00:00.000Z,BUY,3.86919853383834,0.13,2017-03-03T10:07:53.718Z
856,6512bd,BTC,2017-03-03T00:00:00.000Z,BUY,9.68649516615852,0.11,2017-03-03T10:25:26.910Z
857,6512bd,BTC,2017-03-03T00:00:00.000Z,SELL,0.562050967657619,0.3,2017-03-03T10:52:40.503Z
858,aab323,ETH,2017-03-03T00:00:00.000Z,BUY,2.68338057004843,0.3,2017-03-03T13:59:00.244Z
859,aab323,ETH,2017-03-03T00:00:00.000Z,BUY,0.803420096804182,0.15,2017-03-03T15:02:26.427Z
860,45c48c,BTC,2017-03-03T00:00:00.000Z,BUY,1.1309221521805,0.3,2017-03-03T15:59:48.704Z
861,d3d944,BTC,2017-03-03T00:00:00.000Z,BUY,8.98585730488154,0.3,2017-03-03T19:36:36.256Z
862,c4ca42,ETH,2017-03-03T00:00:00.000Z,BUY,7.10404361368216,0.3,2017-03-03T20:48:29.802Z
863,6512bd,ETH,2017-03-03T00:00:00.000Z,SELL,7.74694924069646,0.3,2017-03-03T20:51:54.165Z
864,8f14e4,BTC,2017-03-03T00:00:00.000Z,BUY,4.07268319463046,0.3,2017-03-03T22:03:49.015Z
865,6512bd,BTC,2017-03-04T00:00:00.000Z,SELL,5.08456332589088,0.3,2017-03-04T02:54:56.839Z
866,c9f0f8,BTC,2017-03-04T00:00:00.000Z,SELL,0.21689638447203,0.3,2017-03-04T04:15:50.075Z
867,45c48c,BTC,2017-03-04T00:00:00.000Z,BUY,9.4114916519975,0.14,2017-03-04T05:22:24.701Z
868,c20ad4,BTC,2017-03-04T00:00:00.000Z,BUY,9.60444432630947,0.3,2017-03-04T06:06:59.763Z
869,c20ad4,BTC,2017-03-04T00:00:00.000Z,BUY,7.50985176663999,0.17,2017-03-04T06:41:59.842Z
870,aab323,BTC,2017-03-04T00:00:00.000Z,BUY,0.565743990749503,0.3,2017-03-04T07:49:03.812Z
871,c9f0f8,ETH,2017-03-04T00:00:00.000Z,BUY,7.95096646976464,0.3,2017-03-04T08:03:08.553Z
872,167909,ETH,2017-03-04T00:00:00.000Z,SELL,0.764390457246442,0.3,2017-03-04T11:41:00.872Z
873,c51ce4,ETH,2017-03-04T00:00:00.000Z,BUY,2.64779656311045,0.3,2017-03-04T15:19:41.480Z
874,6512bd,BTC,2017-03-05T00:00:00.000Z,BUY,9.4992809881769,0.3,2017-03-05T08:22:23.021Z
875,d3d944,BTC,2017-03-05T00:00:00.000Z,BUY,6.71729429132274,0.04,2017-03-05T08:26:38.457Z
876,c51ce4,BTC,2017-03-05T00:00:00.000Z,SELL,7.83841222196212,0.3,2017-03-05T09:48:32.494Z
877,a87ff6,BTC,2017-03-05T00:00:00.000Z,BUY,6.02042546189221,0.3,2017-03-05T11:13:35.478Z
878,45c48c,BTC,2017-03-05T00:00:00.000Z,BUY,3.29669441873644,0.3,2017-03-05T12:35:53.354Z
879,c9f0f8,ETH,2017-03-05T00:00:00.000Z,SELL,3.72299432582377,0.15,2017-03-05T16:21:35.987Z
880,a87ff6,ETH,2017-03-05T00:00:00.000Z,BUY,7.57804757396098,0.04,2017-03-05T17:42:51.282Z
881,a87ff6,ETH,2017-03-05T00:00:00.000Z,SELL,0.577490907468778,0.3,2017-03-05T21:39:25.707Z
882,c51ce4,BTC,2017-03-05T00:00:00.000Z,BUY,7.42495728170848,0.11,2017-03-05T23:34:16.748Z
883,6512bd,ETH,2017-03-06T00:00:00.000Z,BUY,4.95919865902781,0.25,2017-03-06T01:47:45.654Z
884,6512bd,BTC,2017-03-06T00:00:00.000Z,SELL,0.824880586184698,0.3,2017-03-06T02:35:12.787Z
885,aab323,ETH,2017-03-06T00:00:00.000Z,BUY,6.16800907286805,0.3,2017-03-06T03:03:25.298Z
886,a87ff6,ETH,2017-03-06T00:00:00.000Z,BUY,2.31781788636102,0.3,2017-03-06T03:41:10.903Z
887,167909,BTC,2017-03-06T00:00:00.000Z,BUY,6.83424048093453,0.3,2017-03-06T06:56:15.746Z
888,c9f0f8,BTC,2017-03-06T00:00:00.000Z,SELL,1.69695599661953,0.3,2017-03-06T07:36:48.047Z
889,c4ca42,ETH,2017-03-06T00:00:00.000Z,BUY,3.12916316721608,0.16,2017-03-06T14:51:48.587Z
890,c4ca42,BTC,2017-03-06T00:00:00.000Z,BUY,9.80513389746452,0.3,2017-03-06T17:59:37.053Z
891,a87ff6,BTC,2017-03-06T00:00:00.000Z,BUY,5.46458533637622,0.3,2017-03-06T18:34:59.971Z
892,c4ca42,BTC,2017-03-06T00:00:00.000Z,BUY,6.24401572469605,0.03,2017-03-06T20:58:08.683Z
893,45c48c,ETH,2017-03-06T00:00:00.000Z,BUY,9.73184215757481,0.3,2017-03-06T21:09:36.738Z
894,6512bd,BTC,2017-03-07T00:00:00.000Z,BUY,0.659084881079259,0.3,2017-03-07T00:22:12.490Z
895,e4da3b,ETH,2017-03-07T00:00:00.000Z,BUY,5.34885204615588,0.13,2017-03-07T01:51:50.488Z
896,6512bd,ETH,2017-03-07T00:00:00.000Z,BUY,8.60409026019394,0.2,2017-03-07T02:33:35.248Z
897,eccbc8,BTC,2017-03-07T00:00:00.000Z,SELL,4.20440926396029,0.3,2017-03-07T03:28:18.979Z
898,eccbc8,BTC,2017-03-07T00:00:00.000Z,BUY,0.00795547532856489,0.3,2017-03-07T04:06:46.344Z
899,c81e72,BTC,2017-03-07T00:00:00.000Z,SELL,0.612205095230003,0.3,2017-03-07T06:27:48.482Z
900,d3d944,ETH,2017-03-07T00:00:00.000Z,BUY,7.88319657319267,0.3,2017-03-07T06:39:47.960Z
901,d3d944,ETH,2017-03-07T00:00:00.000Z,SELL,9.7483509678899,0.3,2017-03-07T07:06:33.371Z
902,167909,ETH,2017-03-07T00:00:00.000Z,SELL,3.18608212749101,0.3,2017-03-07T10:36:59.923Z
903,aab323,ETH,2017-03-07T00:00:00.000Z,SELL,0.996252028708788,0.3,2017-03-07T10:46:44.718Z
904,6512bd,ETH,2017-03-07T00:00:00.000Z,BUY,7.86294813531232,0.3,2017-03-07T11:08:37.152Z
905,a87ff6,BTC,2017-03-07T00:00:00.000Z,BUY,6.04793511549229,0.06,2017-03-07T11:12:49.746Z
906,aab323,ETH,2017-03-07T00:00:00.000Z,BUY,6.25238756824256,0.3,2017-03-07T11:42:29.322Z
907,aab323,ETH,2017-03-07T00:00:00.000Z,BUY,4.15660477613908,0.3,2017-03-07T12:38:16.112Z
908,eccbc8,ETH,2017-03-07T00:00:00.000Z,SELL,1.60585448320578,0.3,2017-03-07T16:37:41.460Z
909,aab323,ETH,2017-03-07T00:00:00.000Z,BUY,3.75319542347849,0.3,2017-03-07T16:47:48.108Z
910,8f14e4,ETH,2017-03-07T00:00:00.000Z,BUY,5.11628541683582,0.23,2017-03-07T17:12:34.390Z
911,c51ce4,ETH,2017-03-07T00:00:00.000Z,SELL,6.85214100729649,0.3,2017-03-07T23:45:17.440Z
912,d3d944,ETH,2017-03-08T00:00:00.000Z,BUY,4.57755136671015,0.3,2017-03-08T00:12:16.043Z
913,c81e72,ETH,2017-03-08T00:00:00.000Z,SELL,7.48664533729208,0.04,2017-03-08T00:45:31.023Z
914,a87ff6,BTC,2017-03-08T00:00:00.000Z,SELL,4.82656776343592,0.01,2017-03-08T01:11:54.133Z
915,aab323,BTC,2017-03-08T00:00:00.000Z,BUY,1.53847663955286,0.08,2017-03-08T02:01:07.791Z
916,a87ff6,BTC,2017-03-08T00:00:00.000Z,BUY,7.31403541518748,0.3,2017-03-08T06:38:19.968Z
917,aab323,BTC,2017-03-08T00:00:00.000Z,BUY,3.18607037443567,0.3,2017-03-08T08:19:22.466Z
918,e4da3b,BTC,2017-03-08T00:00:00.000Z,BUY,6.44654579720392,0.11,2017-03-08T14:38:31.188Z
919,a87ff6,ETH,2017-03-08T00:00:00.000Z,BUY,2.9654221004699,0.3,2017-03-08T19:53:50.509Z
920,eccbc8,BTC,2017-03-08T00:00:00.000Z,SELL,6.8527804273246,0.3,2017-03-08T20:36:25.633Z
921,e4da3b,BTC,2017-03-08T00:00:00.000Z,BUY,2.87078165150451,0.3,2017-03-08T22:34:35.130Z
922,c81e72,ETH,2017-03-08T00:00:00.000Z,BUY,3.48789041475062,0.3,2017-03-08T22:50:59.140Z
923,aab323,ETH,2017-03-08T00:00:00.000Z,BUY,5.31787298660458,0.23,2017-03-08T23:43:52.425Z
924,167909,BTC,2017-03-08T00:00:00.000Z,SELL,6.28749468683626,0.3,2017-03-08T23:50:27.398Z
925,e4da3b,BTC,2017-03-09T00:00:00.000Z,BUY,4.36868498511007,0.15,2017-03-09T02:45:19.457Z
926,c9f0f8,ETH,2017-03-09T00:00:00.000Z,BUY,8.81554935174751,0.23,2017-03-09T07:34:27.577Z
927,c4ca42,BTC,2017-03-09T00:00:00.000Z,BUY,8.84201248412037,0.3,2017-03-09T09:35:51.350Z
928,a87ff6,BTC,2017-03-09T00:00:00.000Z,BUY,3.97000021761723,0.22,2017-03-09T09:56:20.408Z
929,6512bd,ETH,2017-03-09T00:00:00.000Z,BUY,8.47893568893287,0.3,2017-03-09T12:00:04.616Z
930,aab323,BTC,2017-03-09T00:00:00.000Z,BUY,3.73531066894909,0.27,2017-03-09T12:39:01.642Z
931,c9f0f8,BTC,2017-03-09T00:00:00.000Z,BUY,0.798712882708976,0.3,2017-03-09T14:31:25.838Z
932,c4ca42,BTC,2017-03-09T00:00:00.000Z,BUY,0.194172261760066,0.04,2017-03-09T15:37:13.630Z
933,c4ca42,BTC,2017-03-09T00:00:00.000Z,SELL,2.82749209041217,0.28,2017-03-09T18:36:36.910Z
934,45c48c,ETH,2017-03-09T00:00:00.000Z,BUY,2.89576952533306,0.3,2017-03-09T19:03:46.139Z
935,a87ff6,ETH,2017-03-10T00:00:00.000Z,BUY,3.72554342591936,0.3,2017-03-10T01:09:29.356Z
936,167909,ETH,2017-03-10T00:00:00.000Z,BUY,4.32067988645695,0.09,2017-03-10T05:48:42.617Z
937,aab323,ETH,2017-03-10T00:00:00.000Z,BUY,1.24884763093515,0.3,2017-03-10T08:32:26.755Z
938,c81e72,ETH,2017-03-10T00:00:00.000Z,BUY,0.851459195948401,0.3,2017-03-10T11:03:32.207Z
939,e4da3b,BTC,2017-03-10T00:00:00.000Z,BUY,2.96749743082611,0.3,2017-03-10T11:55:40.691Z
940,c81e72,ETH,2017-03-10T00:00:00.000Z,BUY,3.98574295766846,0.3,2017-03-10T12:38:51.178Z
941,eccbc8,ETH,2017-03-10T00:00:00.000Z,BUY,2.13313036839576,0.3,2017-03-10T12:46:15.506Z
942,6512bd,ETH,2017-03-10T00:00:00.000Z,BUY,0.0137859776709703,0.3,2017-03-10T13:23:39.005Z
943,c9f0f8,BTC,2017-03-10T00:00:00.000Z,BUY,6.3160637139551,0.3,2017-03-10T13:43:32.105Z
944,a87ff6,BTC,2017-03-10T00:00:00.000Z,BUY,3.20511512077918,0.3,2017-03-10T15:30:56.866Z
945,c20ad4,ETH,2017-03-10T00:00:00.000Z,BUY,4.23886794799483,0.14,2017-03-10T18:42:33.254Z
946,eccbc8,ETH,2017-03-10T00:00:00.000Z,BUY,9.46934891889622,0.3,2017-03-10T18:50:14.130Z
947,c4ca42,ETH,2017-03-10T00:00:00.000Z,BUY,4.52087358434856,0.3,2017-03-10T20:02:19.714Z
948,45c48c,ETH,2017-03-10T00:00:00.000Z,BUY,8.12735774697391,0.15,2017-03-10T20:32:35.461Z
949,6512bd,ETH,2017-03-10T00:00:00.000Z,BUY,0.939291871269781,0.3,2017-03-10T20:44:21.869Z
950,d3d944,ETH,2017-03-10T00:00:00.000Z,BUY,6.49534808848035,0.3,2017-03-10T22:37:34.570Z
951,c51ce4,BTC,2017-03-10T00:00:00.000Z,BUY,7.51554759784018,0.19,2017-03-10T22:50:00.484Z
952,eccbc8,ETH,2017-03-10T00:00:00.000Z,BUY,2.4456012253864,0.3,2017-03-10T23:26:10.090Z
953,c20ad4,BTC,2017-03-10T00:00:00.000Z,SELL,0.944923319636111,0.3,2017-03-10T23:43:39.049Z
954,45c48c,ETH,2017-03-11T00:00:00.000Z,BUY,1.38310590451258,0.3,2017-03-11T09:41:19.161Z
955,a87ff6,BTC,2017-03-11T00:00:00.000Z,BUY,9.44224021135053,0.13,2017-03-11T10:26:57.255Z
956,c9f0f8,BTC,2017-03-11T00:00:00.000Z,BUY,9.34511825039184,0.3,2017-03-11T11:18:54.851Z
957,aab323,ETH,2017-03-11T00:00:00.000Z,SELL,9.41751293989103,0.3,2017-03-11T15:21:14.209Z
958,c51ce4,BTC,2017-03-11T00:00:00.000Z,BUY,0.85115944977975,0.3,2017-03-11T16:09:52.930Z
959,c81e72,ETH,2017-03-11T00:00:00.000Z,BUY,9.90477514512836,0.3,2017-03-11T18:39:59.565Z
960,6512bd,ETH,2017-03-11T00:00:00.000Z,BUY,9.56565076975682,0.19,2017-03-11T20:39:49.751Z
961,aab323,ETH,2017-03-11T00:00:00.000Z,BUY,3.69379728485629,0.3,2017-03-11T23:07:37.343Z
962,45c48c,BTC,2017-03-12T00:00:00.000Z,BUY,0.679963412717548,0.29,2017-03-12T02:52:12.001Z
963,45c48c,ETH,2017-03-12T00:00:00.000Z,BUY,6.4255498793106,0.3,2017-03-12T05:38:43.762Z
964,aab323,BTC,2017-03-12T00:00:00.000Z,SELL,6.2852159565897,0.3,2017-03-12T06:09:50.342Z
965,c81e72,BTC,2017-03-12T00:00:00.000Z,BUY,6.12204514960812,0.3,2017-03-12T07:25:50.833Z
966,d3d944,ETH,2017-03-12T00:00:00.000Z,BUY,0.863007413734742,0.3,2017-03-12T09:07:07.607Z
967,6512bd,BTC,2017-03-12T00:00:00.000Z,BUY,8.32729193910186,0.3,2017-03-12T11:44:13.429Z
968,45c48c,ETH,2017-03-12T00:00:00.000Z,BUY,4.65624106443894,0.3,2017-03-12T12:42:00.216Z
969,c4ca42,BTC,2017-03-12T00:00:00.000Z,SELL,4.92720646911454,0.3,2017-03-12T18:08:54.319Z
970,e4da3b,ETH,2017-03-12T00:00:00.000Z,SELL,2.44414558497102,0.15,2017-03-12T19:02:08.468Z
971,45c48c,ETH,2017-03-12T00:00:00.000Z,BUY,8.4035118864286,0.3,2017-03-12T21:17:19.610Z
972,167909,BTC,2017-03-12T00:00:00.000Z,BUY,3.57989798243427,0.3,2017-03-12T23:14:48.959Z
973,8f14e4,ETH,2017-03-13T00:00:00.000Z,BUY,1.45406518534319,0.3,2017-03-13T07:03:34.206Z
974,6512bd,BTC,2017-03-13T00:00:00.000Z,BUY,3.01285243558805,0.3,2017-03-13T07:48:59.917Z
975,eccbc8,ETH,2017-03-13T00:00:00.000Z,BUY,8.72470778464528,0.24,2017-03-13T08:38:52.970Z
976,c4ca42,BTC,2017-03-13T00:00:00.000Z,BUY,4.52062232741799,0.3,2017-03-13T09:11:13.754Z
977,eccbc8,BTC,2017-03-13T00:00:00.000Z,BUY,7.94909809201219,0.29,2017-03-13T15:23:23.381Z
978,167909,ETH,2017-03-13T00:00:00.000Z,BUY,3.45997618068491,0.3,2017-03-13T18:20:30.028Z
979,c9f0f8,BTC,2017-03-13T00:00:00.000Z,BUY,2.82797564012267,0.3,2017-03-13T19:27:03.694Z
980,a87ff6,BTC,2017-03-13T00:00:00.000Z,SELL,1.2582692125115,0.3,2017-03-13T20:08:55.779Z
981,c20ad4,BTC,2017-03-13T00:00:00.000Z,BUY,1.89877794432096,0.3,2017-03-13T20:37:42.591Z
982,6512bd,BTC,2017-03-13T00:00:00.000Z,BUY,2.68523475651708,0.3,2017-03-13T21:43:45.920Z
983,a87ff6,ETH,2017-03-14T00:00:00.000Z,BUY,9.81872264886189,0.3,2017-03-14T00:59:39.841Z
984,c51ce4,ETH,2017-03-14T00:00:00.000Z,SELL,6.43000819686907,0.3,2017-03-14T03:59:37.840Z
985,e4da3b,BTC,2017-03-14T00:00:00.000Z,BUY,8.97417750319203,0.3,2017-03-14T05:32:17.797Z
986,c9f0f8,BTC,2017-03-14T00:00:00.000Z,BUY,5.36764649904217,0.3,2017-03-14T05:34:07.336Z
987,c20ad4,ETH,2017-03-14T00:00:00.000Z,BUY,0.602190142648773,0.3,2017-03-14T06:06:16.516Z
988,c81e72,BTC,2017-03-14T00:00:00.000Z,BUY,9.23962740957823,0.3,2017-03-14T07:32:00.102Z
989,c4ca42,BTC,2017-03-14T00:00:00.000Z,BUY,3.10314943698589,0.3,2017-03-14T07:39:40.237Z
990,8f14e4,ETH,2017-03-14T00:00:00.000Z,BUY,0.116182273759016,0.3,2017-03-14T15:10:01.313Z
991,e4da3b,BTC,2017-03-14T00:00:00.000Z,BUY,8.42862157368092,0.3,2017-03-14T17:55:25.888Z
992,a87ff6,ETH,2017-03-14T00:00:00.000Z,BUY,5.17884235527493,0.21,2017-03-14T19:04:48.655Z
993,6512bd,BTC,2017-03-14T00:00:00.000Z,BUY,9.36992807765929,0.21,2017-03-14T21:57:06.055Z
994,45c48c,BTC,2017-03-15T00:00:00.000Z,SELL,9.31664107047201,0.3,2017-03-15T01:18:13.923Z
995,c20ad4,BTC,2017-03-15T00:00:00.000Z,BUY,0.749461075233846,0.3,2017-03-15T02:28:23.171Z
996,a87ff6,BTC,2017-03-15T00:00:00.000Z,BUY,9.01954347809291,0.3,2017-03-15T02:43:03.778Z
997,c20ad4,ETH,2017-03-15T00:00:00.000Z,SELL,1.81067695792297,0.3,2017-03-15T04:45:10.227Z
998,c9f0f8,BTC,2017-03-15T00:00:00.000Z,BUY,8.87857866458763,0.03,2017-03-15T04:47:59.457Z
999,aab323,ETH,2017-03-15T00:00:00.000Z,SELL,9.45540952215705,0.3,2017-03-15T05:10:42.257Z
1000,c4ca42,ETH,2017-03-15T00:00:00.000Z,BUY,5.80194869011127,0.3,2017-03-15T05:43:06.601Z
1001,167909,BTC,2017-03-15T00:00:00.000Z,BUY,3.99653679989395,0.3,2017-03-15T07:51:25.722Z
1002,aab323,ETH,2017-03-15T00:00:00.000Z,SELL,7.7954554568964,0.1,2017-03-15T11:53:53.721Z
1003,c4ca42,BTC,2017-03-15T00:00:00.000Z,BUY,5.41042990211277,0.3,2017-03-15T13:16:44.929Z
1004,c81e72,ETH,2017-03-15T00:00:00.000Z,BUY,6.55611760494448,0.27,2017-03-15T16:24:23.955Z
1005,45c48c,ETH,2017-03-15T00:00:00.000Z,BUY,2.83819906625435,0.3,2017-03-15T16:35:31.500Z
1006,c4ca42,ETH,2017-03-15T00:00:00.000Z,BUY,3.86718151305171,0.3,2017-03-15T17:53:40.285Z
1007,c20ad4,ETH,2017-03-15T00:00:00.000Z,BUY,0.926059043713643,0.3,2017-03-15T17:54:02.541Z
1008,c51ce4,ETH,2017-03-15T00:00:00.000Z,BUY,0.517462712524086,0.3,2017-03-15T18:11:25.198Z
1009,c9f0f8,BTC,2017-03-15T00:00:00.000Z,BUY,3.28073694748657,0.26,2017-03-15T19:30:58.372Z
1010,167909,BTC,2017-03-15T00:00:00.000Z,BUY,1.95190648159308,0.3,2017-03-15T22:41:37.480Z
1011,c51ce4,ETH,2017-03-15T00:00:00.000Z,SELL,5.30651812749486,0.3,2017-03-15T23:15:59.688Z
1012,c9f0f8,BTC,2017-03-15T00:00:00.000Z,BUY,3.49976529637733,0.3,2017-03-15T23:47:44.765Z
1013,c4ca42,BTC,2017-03-16T00:00:00.000Z,SELL,5.46508137238899,0.3,2017-03-16T03:47:38.152Z
1014,e4da3b,ETH,2017-03-16T00:00:00.000Z,SELL,1.64561604102584,0.3,2017-03-16T04:47:57.726Z
1015,c81e72,BTC,2017-03-16T00:00:00.000Z,BUY,1.78487706006141,0.3,2017-03-16T05:04:03.224Z
1016,6512bd,ETH,2017-03-16T00:00:00.000Z,SELL,4.43706187797847,0.03,2017-03-16T07:13:58.869Z
1017,eccbc8,BTC,2017-03-16T00:00:00.000Z,BUY,5.31441049818437,0.3,2017-03-16T07:55:22.925Z
1018,a87ff6,BTC,2017-03-16T00:00:00.000Z,BUY,2.99533057388519,0.3,2017-03-16T08:31:51.721Z
1019,aab323,BTC,2017-03-16T00:00:00.000Z,BUY,3.27496205426957,0.23,2017-03-16T09:20:06.197Z
1020,a87ff6,ETH,2017-03-16T00:00:00.000Z,BUY,1.77170831097737,0.3,2017-03-16T10:57:32.538Z
1021,c9f0f8,BTC,2017-03-16T00:00:00.000Z,SELL,7.01019267320934,0.26,2017-03-16T11:21:20.157Z
1022,c4ca42,ETH,2017-03-16T00:00:00.000Z,SELL,7.59052793859052,0.3,2017-03-16T12:51:35.794Z
1023,d3d944,BTC,2017-03-16T00:00:00.000Z,BUY,9.58690294197101,0.3,2017-03-16T15:09:25.605Z
1024,c4ca42,BTC,2017-03-16T00:00:00.000Z,BUY,3.7271353661502,0.3,2017-03-16T20:05:39.804Z
1025,c20ad4,BTC,2017-03-16T00:00:00.000Z,SELL,3.0064123196907,0.3,2017-03-16T22:03:57.994Z
1026,c9f0f8,BTC,2017-03-17T00:00:00.000Z,BUY,4.61307124250798,0.13,2017-03-17T00:18:06.968Z
1027,c4ca42,ETH,2017-03-17T00:00:00.000Z,BUY,3.85191337561995,0.3,2017-03-17T03:05:47.391Z
1028,e4da3b,ETH,2017-03-17T00:00:00.000Z,BUY,8.14137990172984,0.17,2017-03-17T03:14:26.249Z
1029,c81e72,ETH,2017-03-17T00:00:00.000Z,BUY,2.22683157235554,0.3,2017-03-17T04:40:11.207Z
1030,c51ce4,ETH,2017-03-17T00:00:00.000Z,BUY,0.834176265636195,0.19,2017-03-17T11:40:32.530Z
1031,c4ca42,ETH,2017-03-17T00:00:00.000Z,BUY,3.49654362405783,0.05,2017-03-17T11:49:08.072Z
1032,aab323,ETH,2017-03-17T00:00:00.000Z,BUY,7.04223735231867,0.3,2017-03-17T13:51:44.457Z
